date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:53:18	1069/1069	---M--	200	added ('OK')	application/rss+xml	etag:%228a2634c7341c44f50d0398e75e5d0a8a%22	https://consultoriomedicolaestrella.com/comments/feed/	D:/consultorio/consultorio/consultoriomedicolaestrella.com/comments/feed/index.html	(from https://consultoriomedicolaestrella.com/)
09:53:19	49870/49870	---MC-	200	added ('OK')	application/json	date:Tue,%2004%20Feb%202025%2014:53:16%20GMT	https://consultoriomedicolaestrella.com/wp-json/wp/v2/pages/469	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-json/wp/v2/pages/469.json	(from https://consultoriomedicolaestrella.com/)
09:53:20	419209/419209	---MC-	200	added ('OK')	application/json	date:Tue,%2004%20Feb%202025%2014:53:16%20GMT	https://consultoriomedicolaestrella.com/wp-json/	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-json/index.html	(from https://consultoriomedicolaestrella.com/)
09:53:22	901/901	---M--	200	added ('OK')	text/xml	date:Tue,%2004%20Feb%202025%2014:53:19%20GMT	https://consultoriomedicolaestrella.com/xmlrpc.php?rsd	D:/consultorio/consultorio/consultoriomedicolaestrella.com/xmlrpc0db0.php	(from https://consultoriomedicolaestrella.com/)
09:53:25	4432/4432	---M--	200	added ('OK')	application/json	date:Tue,%2004%20Feb%202025%2014:53:22%20GMT	https://consultoriomedicolaestrella.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fconsultoriomedicolaestrella.com%2F	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-json/oembed/1.0/embed2c60.json	(from https://consultoriomedicolaestrella.com/)
09:53:27	4809/4809	---M--	200	added ('OK')	text/xml	date:Tue,%2004%20Feb%202025%2014:53:25%20GMT	https://consultoriomedicolaestrella.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fconsultoriomedicolaestrella.com%2F&format=xml	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-json/oembed/1.0/embedbbee	(from https://consultoriomedicolaestrella.com/)
09:53:27	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	https://www.google-analytics.com/analytics.js	D:/consultorio/consultorio/www.google-analytics.com/analytics.js	(from https://consultoriomedicolaestrella.com/)
09:53:28	245913/245913	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2004%20Feb%202025%2014:53:31%20GMT	https://connect.facebook.net/en_US/fbevents.js	D:/consultorio/consultorio/connect.facebook.net/en_US/fbevents.js	(from https://consultoriomedicolaestrella.com/)
09:53:28	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2004%20Feb%202025%2014:53:32%20GMT	https://www.googletagmanager.com/gtm.js?id=	D:/consultorio/consultorio/www.googletagmanager.com/gtm.d5445.delayed	(from https://consultoriomedicolaestrella.com/)
09:53:28	1087/1087	---M--	200	added ('OK')	image/jpeg	etag:%2243f-620d4a5bc4a80%22	https://consultoriomedicolaestrella.com/wp-content/uploads/2021/09/cropped-Logo-andromeda-b1-32x32.jpg	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/uploads/2021/09/cropped-Logo-andromeda-b1-32x32.jpg	(from https://consultoriomedicolaestrella.com/)
09:53:29	10135/10135	---M--	200	added ('OK')	image/jpeg	etag:%222797-620d4a5bc4a80%22	https://consultoriomedicolaestrella.com/wp-content/uploads/2021/09/cropped-Logo-andromeda-b1-192x192.jpg	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/uploads/2021/09/cropped-Logo-andromeda-b1-192x192.jpg	(from https://consultoriomedicolaestrella.com/)
09:53:29	9497/9497	---M--	200	added ('OK')	image/jpeg	etag:%222519-620d4a5bc4a80%22	https://consultoriomedicolaestrella.com/wp-content/uploads/2021/09/cropped-Logo-andromeda-b1-180x180.jpg	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/uploads/2021/09/cropped-Logo-andromeda-b1-180x180.jpg	(from https://consultoriomedicolaestrella.com/)
09:53:29	12296/12296	---M--	200	added ('OK')	text/css	etag:%223008-62d522a4b7c73%22	https://consultoriomedicolaestrella.com/wp-content/et-cache/469/et-core-unified-deferred-469.min.css?ver=1738680780	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/et-cache/469/et-core-unified-deferred-469.min9098.css	(from https://consultoriomedicolaestrella.com/)
09:53:29	11568/11568	---M--	200	added ('OK')	image/png	etag:%222d30-6214511e5d940%22	https://consultoriomedicolaestrella.com/wp-content/uploads/2022/06/Boton-Llamar.png	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/uploads/2022/06/Boton-Llamar.png	(from https://consultoriomedicolaestrella.com/)
09:53:29	8260/8260	---M--	200	added ('OK')	image/png	etag:%222044-62145112ebe40%22	https://consultoriomedicolaestrella.com/wp-content/uploads/2022/06/Contactar-por-WhatsApp-1.png	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/uploads/2022/06/Contactar-por-WhatsApp-1.png	(from https://consultoriomedicolaestrella.com/)
09:53:32	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2004%20Feb%202025%2014:53:30%20GMT	https://consultoriomedicolaestrella.com/espera-tel	D:/consultorio/consultorio/consultoriomedicolaestrella.com/espera-tel	(from https://consultoriomedicolaestrella.com/)
09:53:40	91461/91461	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2014:53:32%20GMT	https://consultoriomedicolaestrella.com/espera-tel/	D:/consultorio/consultorio/consultoriomedicolaestrella.com/espera-tel/index.html	(from https://consultoriomedicolaestrella.com/)
09:53:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2004%20Feb%202025%2014:53:32%20GMT	https://consultoriomedicolaestrella.com/espera-wa	D:/consultorio/consultorio/consultoriomedicolaestrella.com/espera-wa.15.delayed	(from https://consultoriomedicolaestrella.com/)
09:53:50	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2004%20Feb%202025%2014:53:41%20GMT	https://consultoriomedicolaestrella.com/gracias-formulario	D:/consultorio/consultorio/consultoriomedicolaestrella.com/gracias-formulario.16.delayed	(from https://consultoriomedicolaestrella.com/)
09:53:50	354830/354830	---M--	200	added ('OK')	image/jpeg	etag:%2256a0e-6214506836b80%22	https://consultoriomedicolaestrella.com/wp-content/uploads/2024/05/Portada-Pagina-Web-Jenny-Pequena.jpg	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/uploads/2024/05/Portada-Pagina-Web-Jenny-Pequena.jpg	(from https://consultoriomedicolaestrella.com/)
09:53:50	15674/15674	---M--	200	added ('OK')	image/png	etag:%223d3a-6214510686100%22	https://consultoriomedicolaestrella.com/wp-content/uploads/2022/06/Iconos.png	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/uploads/2022/06/Iconos.png	(from https://consultoriomedicolaestrella.com/)
09:53:50	91543/91543	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2014:53:41%20GMT	https://consultoriomedicolaestrella.com/espera-wa/	D:/consultorio/consultorio/consultoriomedicolaestrella.com/espera-wa/index.html	(from https://consultoriomedicolaestrella.com/)
09:53:50	8511/8511	---M--	200	added ('OK')	image/png	etag:%22213f-621450fc08840%22	https://consultoriomedicolaestrella.com/wp-content/uploads/2022/06/Boton-Llmar-Fino.png	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/uploads/2022/06/Boton-Llmar-Fino.png	(from https://consultoriomedicolaestrella.com/)
09:53:51	393250/393250	---M--	200	added ('OK')	image/jpeg	etag:%2260022-62145035ab440%22	https://consultoriomedicolaestrella.com/wp-content/uploads/2024/05/Portada-Pagina-Web-Jenny.jpg	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/uploads/2024/05/Portada-Pagina-Web-Jenny.jpg	(from https://consultoriomedicolaestrella.com/)
09:53:51	551913/551913	---M--	200	added ('OK')	image/png	etag:%2286be9-6214509f86e00%22	https://consultoriomedicolaestrella.com/wp-content/uploads/2024/05/Foto-Perfil-Pagina-2.png	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/uploads/2024/05/Foto-Perfil-Pagina-2.png	(from https://consultoriomedicolaestrella.com/)
09:53:51	2811/2811	---M--	200	added ('OK')	image/png	etag:%22afb-621453988f180%22	https://consultoriomedicolaestrella.com/wp-content/uploads/2021/09/1osucro.png	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/uploads/2021/09/1osucro.png	(from https://consultoriomedicolaestrella.com/)
09:53:51	102530/102530	---M--	200	added ('OK')	image/jpeg	etag:%2219082-620d4a5bc4a80%22	https://consultoriomedicolaestrella.com/wp-content/uploads/2021/09/consultorio-1-min.jpg	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/uploads/2021/09/consultorio-1-min.jpg	(from https://consultoriomedicolaestrella.com/)
09:53:51	121800/121800	---M--	200	added ('OK')	image/jpeg	etag:%221dbc8-6214528c93940%22	https://consultoriomedicolaestrella.com/wp-content/uploads/2021/09/3.jpeg	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/uploads/2021/09/3.jpg	(from https://consultoriomedicolaestrella.com/)
09:53:52	114706/114706	---MCZ	200	added ('OK')	text/css	date:Thu,%2007%20Nov%202024%2016:05:23%20GMT	https://c0.wp.com/c/6.7.1/wp-includes/css/dist/block-library/style.min.css	D:/consultorio/consultorio/c0.wp.com/c/6.7.1/wp-includes/css/dist/block-library/style.min.css	(from https://consultoriomedicolaestrella.com/)
09:53:52	87553/87553	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2028%20Aug%202023%2017:14:23%20GMT	https://c0.wp.com/c/6.7.1/wp-includes/js/jquery/jquery.min.js	D:/consultorio/consultorio/c0.wp.com/c/6.7.1/wp-includes/js/jquery/jquery.min.js	(from https://consultoriomedicolaestrella.com/)
09:53:54	13577/13577	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2009%20Jun%202023%2005:49:24%20GMT	https://c0.wp.com/c/6.7.1/wp-includes/js/jquery/jquery-migrate.min.js	D:/consultorio/consultorio/c0.wp.com/c/6.7.1/wp-includes/js/jquery/jquery-migrate.min.js	(from https://consultoriomedicolaestrella.com/)
09:53:56	274335/274335	---M--	200	added ('OK')	application/x-javascript	etag:%2242f9f-620d89587e580%22	https://consultoriomedicolaestrella.com/wp-content/themes/Divi/js/scripts.min.js?ver=4.27.1	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/themes/Divi/js/scripts.min2478.js	(from https://consultoriomedicolaestrella.com/)
09:53:56	3349/3349	---M--	200	added ('OK')	application/x-javascript	etag:%22d15-620d89587e580%22	https://consultoriomedicolaestrella.com/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids.js?ver=4.27.1	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/themes/Divi/includes/builder/feature/dynamic-assets/assets/js/jquery.fitvids2478.js	(from https://consultoriomedicolaestrella.com/)
09:53:56	8343/8343	---M--	200	added ('OK')	application/x-javascript	etag:%222097-620d4aedae2c0%22	https://consultoriomedicolaestrella.com/wp-content/plugins/creame-whatsapp-me/public/js/joinchat.min.js?ver=5.1.7	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/plugins/creame-whatsapp-me/public/js/joinchat.min6725.js	(from https://consultoriomedicolaestrella.com/)
09:53:56	1343/1343	---M--	200	added ('OK')	application/x-javascript	etag:%2253f-620d89587e580%22	https://consultoriomedicolaestrella.com/wp-content/themes/Divi/core/admin/js/common.js?ver=4.27.1	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/themes/Divi/core/admin/js/common2478.js	(from https://consultoriomedicolaestrella.com/)
09:53:57	167780/167780	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2014:53:50%20GMT	https://consultoriomedicolaestrella.com/gracias-formulario/	D:/consultorio/consultorio/consultoriomedicolaestrella.com/gracias-formulario/index.html	(from https://consultoriomedicolaestrella.com/)
09:53:57	7370/7370	---MCZ	200	added ('OK')	application/javascript	etag:W/14421-1717166116671.2583	https://stats.wp.com/e-202506.js	D:/consultorio/consultorio/stats.wp.com/e-202506.js	(from https://consultoriomedicolaestrella.com/)
09:53:58	733/733	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jul%202024%2017:39:13%20GMT	https://c0.wp.com/p/jetpack/13.7/modules/shortcodes/img/slideshow-controls.png	D:/consultorio/consultorio/c0.wp.com/p/jetpack/13.7/modules/shortcodes/img/slideshow-controls.png	(from https://c0.wp.com/p/jetpack/13.7/css/jetpack.css)
09:53:58	1866/1866	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jul%202024%2017:39:13%20GMT	https://c0.wp.com/p/jetpack/13.7/modules/shortcodes/img/slideshow-controls-2x.png	D:/consultorio/consultorio/c0.wp.com/p/jetpack/13.7/modules/shortcodes/img/slideshow-controls-2x.png	(from https://c0.wp.com/p/jetpack/13.7/css/jetpack.css)
09:53:59	4870/4870	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jul%202024%2017:39:13%20GMT	https://c0.wp.com/p/jetpack/13.7/modules/shortcodes/images/slide-nav.png	D:/consultorio/consultorio/c0.wp.com/p/jetpack/13.7/modules/shortcodes/images/slide-nav.png	(from https://c0.wp.com/p/jetpack/13.7/css/jetpack.css)
09:53:59	2003/2003	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jul%202024%2017:39:13%20GMT	https://c0.wp.com/p/jetpack/13.7/modules/shortcodes/images/expand.png	D:/consultorio/consultorio/c0.wp.com/p/jetpack/13.7/modules/shortcodes/images/expand.png	(from https://c0.wp.com/p/jetpack/13.7/css/jetpack.css)
09:53:59	2013/2013	---M--	200	added ('OK')	image/png	date:Mon,%2029%20Jul%202024%2017:39:13%20GMT	https://c0.wp.com/p/jetpack/13.7/modules/shortcodes/images/collapse.png	D:/consultorio/consultorio/c0.wp.com/p/jetpack/13.7/modules/shortcodes/images/collapse.png	(from https://c0.wp.com/p/jetpack/13.7/css/jetpack.css)
09:54:00	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2004%20Feb%202025%2014:54:03%20GMT	https://secure.gravatar.com/images/grav-share-sprite.png	D:/consultorio/consultorio/secure.gravatar.com/images/grav-share-sprite.2c.delayed	(from https://c0.wp.com/p/jetpack/13.7/css/jetpack.css)
09:54:00	0/0	---MC-	302	error ('Found')	text/html	date:Tue,%2004%20Feb%202025%2014:54:04%20GMT	https://secure.gravatar.com/connect/?redirect_to=%2Fimages%2Fgrav-share-sprite.png	D:/consultorio/consultorio/secure.gravatar.com/connect/index1068.html	(from https://c0.wp.com/p/jetpack/13.7/css/jetpack.css)
09:54:03	141495/141495	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2014:53:52%20GMT	https://consultoriomedicolaestrella.com/politica-de-privacidad/	D:/consultorio/consultorio/consultoriomedicolaestrella.com/politica-de-privacidad/index.html	(from https://consultoriomedicolaestrella.com/)
09:54:03	131891/131891	---MC-	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2014:53:52%20GMT	https://consultoriomedicolaestrella.com/politica-de-cookies/	D:/consultorio/consultorio/consultoriomedicolaestrella.com/politica-de-cookies/index.html	(from https://consultoriomedicolaestrella.com/)
09:54:08	70388/70388	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Feb%202025%2014:54:00%20GMT	https://consultoriomedicolaestrella.com/a	D:/consultorio/consultorio/consultoriomedicolaestrella.com/a.2d.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
09:54:14	70143/70143	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Feb%202025%2014:54:08%20GMT	https://consultoriomedicolaestrella.com/POST	D:/consultorio/consultorio/consultoriomedicolaestrella.com/POST.2e.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
09:54:19	71004/71004	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Feb%202025%2014:54:15%20GMT	https://consultoriomedicolaestrella.com/b.resolvedLink	D:/consultorio/consultorio/consultoriomedicolaestrella.com/b.2f.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
09:54:20	71004/71004	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Feb%202025%2014:54:15%20GMT	https://consultoriomedicolaestrella.com/schema.org/	D:/consultorio/consultorio/consultoriomedicolaestrella.com/schema.org/index.html	(from https://connect.facebook.net/en_US/fbevents.js)
09:54:23	71004/71004	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Feb%202025%2014:54:19%20GMT	https://consultoriomedicolaestrella.com/signals/iwl.js	D:/consultorio/consultorio/consultoriomedicolaestrella.com/signals/iwl.js	(from https://connect.facebook.net/en_US/fbevents.js)
09:54:28	7365/7365	---M--	200	added ('OK')	application/json	date:Tue,%2004%20Feb%202025%2014:54:23%20GMT	https://consultoriomedicolaestrella.com/wp-json/wp/v2/pages/706	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-json/wp/v2/pages/706.json	(from https://consultoriomedicolaestrella.com/espera-tel/)
09:54:31	3136/3136	---M--	200	added ('OK')	application/json	date:Tue,%2004%20Feb%202025%2014:54:28%20GMT	https://consultoriomedicolaestrella.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fconsultoriomedicolaestrella.com%2Fespera-tel%2F	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-json/oembed/1.0/embed73d8.json	(from https://consultoriomedicolaestrella.com/espera-tel/)
09:54:31	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2004%20Feb%202025%2014:54:28%20GMT	https://consultoriomedicolaestrella.com/?p=706	D:/consultorio/consultorio/consultoriomedicolaestrella.com/indexf8ad.html	(from https://consultoriomedicolaestrella.com/espera-tel/)
09:54:35	3297/3297	---M--	200	added ('OK')	text/xml	date:Tue,%2004%20Feb%202025%2014:54:31%20GMT	https://consultoriomedicolaestrella.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fconsultoriomedicolaestrella.com%2Fespera-tel%2F&format=xml	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-json/oembed/1.0/embed0bf6	(from https://consultoriomedicolaestrella.com/espera-tel/)
09:54:35	305791/305791	---M--	200	added ('OK')	image/gif	etag:%224aa7f-621450f467640%22	https://consultoriomedicolaestrella.com/wp-content/uploads/2022/06/cargando.gif	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/uploads/2022/06/cargando.gif	(from https://consultoriomedicolaestrella.com/espera-tel/)
09:54:38	7340/7340	---M--	200	added ('OK')	application/json	date:Tue,%2004%20Feb%202025%2014:54:35%20GMT	https://consultoriomedicolaestrella.com/wp-json/wp/v2/pages/692	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-json/wp/v2/pages/692.json	(from https://consultoriomedicolaestrella.com/espera-wa/)
09:54:41	3131/3131	---M--	200	added ('OK')	application/json	date:Tue,%2004%20Feb%202025%2014:54:38%20GMT	https://consultoriomedicolaestrella.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fconsultoriomedicolaestrella.com%2Fespera-wa%2F	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-json/oembed/1.0/embed2cd0.json	(from https://consultoriomedicolaestrella.com/espera-wa/)
09:54:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2004%20Feb%202025%2014:54:38%20GMT	https://consultoriomedicolaestrella.com/?p=692	D:/consultorio/consultorio/consultoriomedicolaestrella.com/index820c.html	(from https://consultoriomedicolaestrella.com/espera-wa/)
09:54:43	3292/3292	---M--	200	added ('OK')	text/xml	date:Tue,%2004%20Feb%202025%2014:54:41%20GMT	https://consultoriomedicolaestrella.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fconsultoriomedicolaestrella.com%2Fespera-wa%2F&format=xml	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-json/oembed/1.0/embed513f	(from https://consultoriomedicolaestrella.com/espera-wa/)
09:54:46	71004/71004	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Feb%202025%2014:54:43%20GMT	https://consultoriomedicolaestrella.com/wp-content/et-cache/729/et-divi-dynamic-729.css?ver=1738680830	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/et-cache/729/et-divi-dynamic-7296e66.css	(from https://consultoriomedicolaestrella.com/gracias-formulario/)
09:54:49	62327/62327	---MC-	200	added ('OK')	application/json	date:Tue,%2004%20Feb%202025%2014:54:46%20GMT	https://consultoriomedicolaestrella.com/wp-json/wp/v2/pages/729	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-json/wp/v2/pages/729.json	(from https://consultoriomedicolaestrella.com/gracias-formulario/)
09:54:51	4413/4413	---M--	200	added ('OK')	application/json	date:Tue,%2004%20Feb%202025%2014:54:49%20GMT	https://consultoriomedicolaestrella.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fconsultoriomedicolaestrella.com%2Fgracias-formulario%2F	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-json/oembed/1.0/embedb3c6.json	(from https://consultoriomedicolaestrella.com/gracias-formulario/)
09:54:52	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2004%20Feb%202025%2014:54:49%20GMT	https://consultoriomedicolaestrella.com/?p=729	D:/consultorio/consultorio/consultoriomedicolaestrella.com/index66f9.html	(from https://consultoriomedicolaestrella.com/gracias-formulario/)
09:54:54	4590/4590	---M--	200	added ('OK')	text/xml	date:Tue,%2004%20Feb%202025%2014:54:51%20GMT	https://consultoriomedicolaestrella.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fconsultoriomedicolaestrella.com%2Fgracias-formulario%2F&format=xml	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-json/oembed/1.0/embed9801	(from https://consultoriomedicolaestrella.com/gracias-formulario/)
09:54:54	121018/121018	---M--	200	added ('OK')	image/jpeg	etag:%221d8ba-620d4a5bc4a80%22	https://consultoriomedicolaestrella.com/wp-content/uploads/2021/09/Portada-Pagina-Final-Consultorio-2-min.jpg	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/uploads/2021/09/Portada-Pagina-Final-Consultorio-2-min.jpg	(from https://consultoriomedicolaestrella.com/gracias-formulario/)
09:54:54	119101/119101	---M--	200	added ('OK')	image/jpeg	etag:%221d13d-620d4a5bc4a80%22	https://consultoriomedicolaestrella.com/wp-content/uploads/2021/09/Portada-Pagina-Web-5-min.jpg	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/uploads/2021/09/Portada-Pagina-Web-5-min.jpg	(from https://consultoriomedicolaestrella.com/gracias-formulario/)
09:54:55	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Tue,%2004%20Feb%202025%2014:54:58%20GMT	http://platform.instagram.com/en_US/embeds.js	D:/consultorio/consultorio/platform.instagram.com/en_US/embeds.3e.delayed	(from https://consultoriomedicolaestrella.com/gracias-formulario/)
09:54:55	0/0	---M--	301	error ('Moved%20Permanently')	text/plain	date:Tue,%2004%20Feb%202025%2014:54:59%20GMT	https://platform.instagram.com/en_US/embeds.js	D:/consultorio/consultorio/platform.instagram.com/en_US/embeds.3f.delayed	(from https://consultoriomedicolaestrella.com/gracias-formulario/)
09:54:56	63871/63871	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a63e34b014944219fb43dee4b01d2d29%22	https://www.instagram.com/embed.js	D:/consultorio/consultorio/www.instagram.com/embed.js	(from https://consultoriomedicolaestrella.com/gracias-formulario/)
09:54:56	114103/114103	---M--	200	added ('OK')	image/png	etag:%221bdb7-620d4a5bc4a80%22	https://consultoriomedicolaestrella.com/wp-content/uploads/2021/09/Miguel-blanco-min.png	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/uploads/2021/09/Miguel-blanco-min.png	(from https://consultoriomedicolaestrella.com/gracias-formulario/)
09:54:56	119709/119709	---M--	200	added ('OK')	image/png	etag:%221d39d-620d4a5bc4a80%22	https://consultoriomedicolaestrella.com/wp-content/uploads/2021/09/Andromeda-CUADRADA-min.png	D:/consultorio/consultorio/consultoriomedicolaestrella.com/wp-content/uploads/2021/09/Andromeda-CUADRADA-min.png	(from https://consultoriomedicolaestrella.com/gracias-formulario/)
